Round,Pick,Team,,Player,Pos,Age,B/T,Pre-Draft Team,Slotted Bonus,Signed Bonus,+/- Diff
21,633,NYY,,Josh Roeder,P,22,/,"CO
                    
                    
                    Nebraska-Lincoln","$100,000",-,"$100,000"
21,634,CLE,,Brock Hartson,SP,21,/,"CO
                    
                    
                    Texas-San Antonio","$100,000",-,"$100,000"
21,635,SEA,,Rob Fonseca,1B,22,/,"CO
                    
                    
                    Northeastern","$100,000",-,"$100,000"
21,636,SF,,Ryan Halstead,RP,23,/,"CO
                    
                    
                    Indiana","$100,000",-,"$100,000"
21,637,PIT,,Nick Economos,P,20,/,"JC
                    
                    
                    Mercer County JC (NJ)","$100,000",-,"$100,000"
21,638,OAK,,Andrew Tomasovich,RP,21,/,"CO
                    
                    
                    Charleston Southern (SC)","$100,000",-,"$100,000"
21,639,KC,,Austin Bailey,SS,23,/,"CO
                    
                    
                    San Diego (CA)","$100,000",-,"$100,000"
21,640,DET,,Tanner Donnels,OF,21,/,"CO
                    
                    
                    Loyola Marymount","$100,000",-,"$100,000"
21,641,STL,,Cadyn Grenier,SS,18,/,"HS
                    
                    
                    Bishop Gorman HS (AZ)","$100,000",Unsigned,
21,642,LAD,,Jake Henson,C,21,/,"CO
                    
                    
                    St. Louis (MO)","$100,000",-,"$100,000"
21,643,BAL,,Juan Echevarria,RP,18,/,"HS
                    
                    
                    Osceola HS (FL)","$100,000",-,"$100,000"
21,644,WSH,,Matt Pirro,P,22,/,"CO
                    
                    
                    Wake Forest (NC)","$100,000",-,"$100,000"
21,645,LAA,,Michael Pierson,3B,23,/,"CO
                    
                    
                    Appalachian State (NC)","$100,000",-,"$100,000"
22,646,,,Zach Hoffpauir,OF,-5,/,"CO
                    
                    
                    Stanford (CA)","$100,000","$100,000",
22,647,COL,,Eric Toole,OF,22,/,"CO
                    
                    
                    Iowa","$100,000",-,"$100,000"
22,648,TB,,Josh Altmann,SS,21,/,"CO
                    
                    
                    Olivet Nazarene (IL)","$100,000","$100,000",
22,649,HOU,,Cole Sands,RP,18,R / R,"HS
                    
                    
                    North Florida Christian HS (FL)","$100,000",Unsigned,
22,650,MIN,,Blake Cederlind,P,19,R / R,"JC
                    
                    
                    Merced JC (CA)","$100,000",Unsigned,
22,651,BOS,,Max Watt,P,20,/,"CO
                    
                    
                    Lynn","$100,000",-,"$100,000"
22,652,CHW,,Danny Mendick,SS,21,R / R,"CO
                    
                    
                    Massachusetts-Lowell","$100,000","$17,000","$83,000"
22,653,CHC,,Alex Bautista,OF,21,/,"CO
                    
                    
                    Lindsey Wilson (KY)","$100,000",-,"$100,000"
22,654,PHI,,Sutter McLoughlin,RP,21,/,"CO
                    
                    
                    Cal State-Sacramento","$100,000",-,"$100,000"
22,655,CIN,,Darren Shred,RP,17,/,"HS
                    
                    
                    St. Roch Catholic SS (ON)","$100,000","$100,000",
22,656,MIA,,LJ Brewster,P,21,/,"CO
                    
                    
                    Hawaii-Manoa","$100,000",-,"$100,000"
22,657,SD,,Christian Cecilio,SP,22,/,"CO
                    
                    
                    San Francisco","$100,000",-,"$100,000"
22,658,TB,,Justin Marsden,RP,18,R / R,"HS
                    
                    
                    Auburn Mountainview HS (WA)","$100,000","$147,500","-$47,500"
22,659,NYM,,Nick Blackburn,P,21,/,"CO
                    
                    
                    Illinois Urbana-Champaign","$100,000",Unsigned,
22,660,ATL,,Dalton Geekie,RP,20,/,"JC
                    
                    
                    Georgia Highlands JC","$100,000",-,"$100,000"
22,661,MIL,,Willie Schwanke,P,21,/,"CO
                    
                    
                    Wichita State (KS)","$100,000",Unsigned,
22,662,TOR,,Nick Sinay,OF,21,R / R,"CO
                    
                    
                    Buffalo (NY)","$100,000",-,"$100,000"
22,663,NYY,,Cody Carroll,RP,22,R / R,"CO
                    
                    
                    Southern Mississippi","$100,000",-,"$100,000"
22,664,CLE,,Garrett Benge,3B,19,/,"JC
                    
                    
                    Cowley County JC (KS)","$100,000",Unsigned,
22,665,SEA,,Joey Strain,RP,21,/,"CO
                    
                    
                    Winthrop","$100,000",-,"$100,000"
22,666,SF,,Domenic Mazza,P,20,/,"CO
                    
                    
                    California-Santa Barbara","$100,000","$125,000","-$25,000"
22,667,PIT,,Nathan Trevillian,P,18,/,JC,"$100,000","$100,000",
22,668,OAK,,Brady Bramlett,P,21,/,"CO
                    
                    
                    Mississippi","$100,000",Unsigned,
22,669,KC,,Stephen Milligan,RP,22,/,"CO
                    
                    
                    Delta State","$100,000",-,"$100,000"
22,670,DET,,Toller Boardman,P,22,/,"CO
                    
                    
                    New Mexico","$100,000",-,"$100,000"
22,671,STL,,Hunter Newman,1B,21,/,"CO
                    
                    
                    Trevecca Nazarene (TN)","$100,000",-,"$100,000"
22,672,OAK,,Jordan Tarsovich,3B,24,/,"CO
                    
                    
                    Virginia Military Institute","$100,000",-,"$100,000"
22,673,BAL,,Tristan Graham,OF,19,/,"JC
                    
                    
                    Northeast Texas JC","$100,000","$100,000",
22,674,WSH,,Adam Boghosian,RP,23,/,"CO
                    
                    
                    North Greenville","$100,000",-,"$100,000"
22,675,LAA,,Ronnie Glen,P,22,/,"CO
                    
                    
                    Pennsylvania","$100,000",-,"$100,000"
23,676,ARI,,Logan Soole,OF,19,/,"HS
                    
                    
                    Monarch HS (CO)","$100,000",-,"$100,000"
23,677,COL,,Steven Leonard,C,22,/,"CO
                    
                    
                    Campbell","$100,000",-,"$100,000"
23,678,TEX,,Tyler Davis,P,22,/,"CO
                    
                    
                    Washington","$100,000",-,"$100,000"
23,679,HOU,,Matt Bower,P,21,/,"CO
                    
                    
                    Washington State","$100,000","$125,000","-$25,000"
23,680,MIN,,Alex Perez,2B,22,/,"CO
                    
                    
                    Virginia Tech","$100,000",-,"$100,000"
23,681,BOS,,Kyri Washington,OF,21,/,"CO
                    
                    
                    Longwood","$100,000","$100,000",
23,682,CHW,,Dylan Barrow,RP,21,/,"CO
                    
                    
                    Tampa (FL)","$100,000",-,"$100,000"
23,683,CHC,,John Williamson,RP,22,/,"CO
                    
                    
                    Rice (TX)","$100,000",-,"$100,000"
23,684,PHI,,Anthony Sequeira,RP,22,/,"CO
                    
                    
                    Oral Roberts (OK)","$100,000",-,"$100,000"
23,685,CIN,,Ed Charlton,OF,22,/,"CO
                    
                    
                    New Jersey Institute of Technology","$100,000",-,"$100,000"
23,686,MIA,,Trevor Lacosse,RP,22,/,"CO
                    
                    
                    Bryant","$100,000",-,"$100,000"
23,687,SD,,Chris Chatfield,OF,18,/,"HS
                    
                    
                    Spoto HS (FL)","$100,000",Unsigned,
23,688,TB,,Reign Letkeman,P,20,/,"JC
                    
                    
                    Big Bend JC (WA)","$100,000",-,"$100,000"
23,689,NYM,,Kenneth Bautista,OF,17,/,"HS
                    
                    
                    Puerto Rico Baseball Academy (PR)","$100,000",-,"$100,000"
23,690,ATL,,Taylor Cockrell,P,21,/,"JC
                    
                    
                    State JC of Florida","$100,000","$120,000","-$20,000"
23,691,MIL,,Donnie Walton,SS,21,L / R,"CO
                    
                    
                    Oklahoma State","$100,000",Unsigned,
23,692,TOR,,Juandy Mendoza,SS,20,/,"JC
                    
                    
                    Otero JC (CO)","$100,000",-,"$100,000"
23,693,NYY,,Garrett Mundell,RP,22,/,"CO
                    
                    
                    California State-Fresno","$100,000",-,"$100,000"
23,694,CLE,,Chad Smith,RP,20,R / R,Wallace State JC,"$100,000",Unsigned,
23,695,SEA,,Art Warren,RP,22,R / R,"CO
                    
                    
                    Ashland (OH)","$100,000","$16,000","$84,000"
23,696,SF,,Dillon Dobson,3B,21,/,"CO
                    
                    
                    Appalachian State (NC)","$100,000",-,"$100,000"
23,697,ARI,,Jake McCarthy,RF,17,L / L,"HS
                    
                    
                    Scranton HS (PA)","$100,000",Unsigned,
23,698,OAK,,Eric Senior,OF,17,/,"HS
                    
                    
                    York Mills Collegiate Institue (ON)","$100,000",Unsigned,
23,699,KC,,Colton Frabasilio,OF,22,/,"CO
                    
                    
                    St. Louis (MO)","$100,000",-,"$100,000"
23,700,DET,,Ryan Milton,RP,23,/,"CO
                    
                    
                    Southern Mississippi","$100,000",-,"$100,000"
23,701,STL,,Gio Brusa,LF,21,S / R,"CO
                    
                    
                    University of the Pacific (CA)","$100,000",Unsigned,
23,702,WSH,,Andrew Istler,P,22,/,"CO
                    
                    
                    Duke (NC)","$100,000",-,"$100,000"
23,703,BAL,,Will Dennis,RP,21,/,"CO
                    
                    
                    Seattle (WA)","$100,000",-,"$100,000"
23,704,WSH,,Alec Rash,P,21,R /,"CO
                    
                    
                    Missouri","$100,000",Unsigned,
23,705,LAA,,Tim Arakawa,2B,22,/,"CO
                    
                    
                    Oklahoma","$100,000",-,"$100,000"
24,706,ARI,,Bryant Holtmann,RP,22,/,"CO
                    
                    
                    Florida State","$100,000",-,"$100,000"
24,707,COL,,James McMahon,P,23,/,"CO
                    
                    
                    Southern Mississippi","$100,000",-,"$100,000"
24,708,TEX,,Ashton Perritt,RP,22,/,"CO
                    
                    
                    Liberty (VA)","$100,000",-,"$100,000"
24,709,HOU,,Chris Murphy,SP,22,/,"CO
                    
                    
                    Millersville","$100,000",-,"$100,000"
24,710,MIN,,Jaylin Davis,RF,21,R / R,"CO
                    
                    
                    Appalachian State (NC)","$100,000",-,"$100,000"
24,711,BOS,,Brad Stone,P,21,L / L,"CO
                    
                    
                    North Carolina State","$100,000",-,"$100,000"
24,712,CHW,,Brandon Magallones,SP,22,/,"CO
                    
                    
                    Northwestern","$100,000",-,"$100,000"
24,713,CHC,,Sutton Whiting,SS,23,/,"CO
                    
                    
                    Louisville","$100,000",-,"$100,000"
24,714,PHI,,Zach Morris,RP,22,L / L,"CO
                    
                    
                    Maryland","$100,000",-,"$100,000"
24,715,CIN,,Joe Zanghi,RP,20,/,"CO
                    
                    
                    Rowan College of South Jersey-Cumbe...","$100,000",Unsigned,
24,716,MIA,,Octavio Arroyo,RP,18,/,"HS
                    
                    
                    San Ysidro HS (CA)","$100,000",-,"$100,000"
24,717,SD,,J'Mar Smith,C,18,/,"HS
                    
                    
                    Meridian HS (MS)","$100,000",Unsigned,
24,718,TB,,Jesus Ortiz,RP,17,/,"HS
                    
                    
                    Miguel Melendez Munoz (PR)","$100,000",-,"$100,000"
24,719,NYM,,Jordan Verdon,3B,-10,/,"HS
                    
                    
                    Granite Hills HS (CA)","$100,000",Unsigned,
24,720,ATL,,Jake Lanning,RP,22,/,"CO
                    
                    
                    Holy Cross","$100,000",-,"$100,000"
24,721,MIL,,Christian Trent,P,22,/,"CO
                    
                    
                    Mississippi","$100,000",-,"$100,000"
24,722,TOR,,Reggie Pruitt,OF,18,/,"HS
                    
                    
                    Kennesaw Mountain HS (GA)","$100,000","$500,000","-$400,000"
24,723,NYY,,Paddy O'Brien,P,21,/,"CO
                    
                    
                    California-Santa Barbara","$100,000","$100,000",
24,724,CLE,,Sam Haggerty,2B,21,R / R,"CO
                    
                    
                    New Mexico","$100,000",-,"$100,000"
24,725,SEA,,Lance Thonvold,RP,22,/,"CO
                    
                    
                    Minnesota","$100,000",-,"$100,000"
24,726,SF,,Zack Bowers,C,21,/,"CO
                    
                    
                    Georgia","$100,000",-,"$100,000"
24,727,PIT,,John Bormann,C,22,/,"CO
                    
                    
                    Texas-San Antonio","$100,000",-,"$100,000"
24,728,OAK,,Heath Bowers,P,21,/,"CO
                    
                    
                    Campbell","$100,000",-,"$100,000"
24,729,KC,,Jonathan McCray,2B,20,/,"JC
                    
                    
                    San Bernardino Valley JC (CA)","$100,000",-,"$100,000"
24,730,DET,,Mike Vinson,RP,21,/,"CO
                    
                    
                    Florida","$100,000",-,"$100,000"
24,731,STL,,Danny Martin,2B,20,/,"CO
                    
                    
                    Azusa Pacific (CA)","$100,000",-,"$100,000"
24,732,LAD,,Cameron Palmer,P,23,/,"CO
                    
                    
                    Toledo","$100,000",-,"$100,000"
24,733,BAL,,Kirvin Moesquit,2B,20,/,"JC
                    
                    
                    Seminole State JC (FL)","$100,000",-,"$100,000"
24,734,WSH,,Blake Smith,P,22,R / R,"CO
                    
                    
                    West Virginia","$100,000",Unsigned,
24,735,LAA,,Mitch Esser,OF,22,/,"CO
                    
                    
                    Concordia","$100,000",-,"$100,000"
25,736,ARI,,Stephen Dezzi,OF,22,/,"CO
                    
                    
                    Tampa (FL)","$100,000",-,"$100,000"
25,737,COL,,Scott Burcham,SS,22,/,"CO
                    
                    
                    California State-Sacramento","$100,000",-,"$100,000"
25,738,TEX,,Demarcus Evans,P,18,R / R,"HS
                    
                    
                    Petal HS (MS)","$100,000",-,"$100,000"
25,739,HOU,,Jorge Martinez,C,18,R / R,"HS
                    
                    
                    Carlos Beltran Baseball Academy (PR...","$100,000",-,"$100,000"
25,740,MIN,,Logan Lombana,RP,21,/,"CO
                    
                    
                    Cal State-Long Beach","$100,000",-,"$100,000"
25,741,BOS,,Andrew Noviello,C,18,/,"HS
                    
                    
                    Bridgewater-Raynham HS (MA)","$100,000","$100,000",
25,742,CHW,,Richard McWilliams,RP,22,/,"CO
                    
                    
                    Cal State Poly Pomona","$100,000",-,"$100,000"
25,743,CHC,,Marcus Mastrobuoni,C,21,/,"CO
                    
                    
                    Cal State Stanislaus","$100,000",-,"$100,000"
25,744,PHI,,Joey Lauria,RP,23,/,"CO
                    
                    
                    Nevada-Las Vegas","$100,000",-,"$100,000"
25,745,CIN,,James Vasquez,1B,22,/,"CO
                    
                    
                    Central Florida","$100,000",-,"$100,000"
25,746,MIA,,Alex Fernandez,OF,22,/,"CO
                    
                    
                    Nova Southeastern","$100,000",-,"$100,000"
25,747,SD,,Chase Williams,P,22,/,"CO
                    
                    
                    Wichita State (KS)","$100,000",Unsigned,
25,748,TB,,Devin Davis,1B,18,/,"HS
                    
                    
                    Valencia HS (CA)","$100,000","$100,000",
25,749,NYM,,Dylan King,P,18,/,"HS
                    
                    
                    Riverdale HS (TN)","$100,000",Unsigned,
25,750,ATL,,Jonathan Morales,C,20,R / R,"JC
                    
                    
                    Miami Dade JC (FL)","$100,000",-,"$100,000"
25,751,MIL,,Justin Hooper,P,18,/,"HS
                    
                    
                    De La Salle HS (CA)","$100,000",Unsigned,
25,752,TOR,,Ryan Feltner,SP,18,R / R,"HS
                    
                    
                    Walsh Jesuit HS (OH)","$100,000",Unsigned,
25,753,NYY,,Audie Afenir,C,23,/,"CO
                    
                    
                    Oral Roberts (OK)","$100,000",-,"$100,000"
25,754,CLE,,Connor Marabell,RF,21,/,"CO
                    
                    
                    Jacksonville","$100,000",-,"$100,000"
25,755,SEA,,Joe Peeler,RP,18,/,"HS
                    
                    
                    East Rowan HS (NC)","$100,000",-,"$100,000"
25,756,SF,,Michael Silva,RP,20,/,"CO
                    
                    
                    Loyola Marymount","$100,000",Unsigned,
25,757,PIT,,Logan Hill,OF,22,/,"CO
                    
                    
                    Troy","$100,000",-,"$100,000"
25,758,OAK,,Evan Manarino,SP,22,/,"CO
                    
                    
                    California-Irvine","$100,000",-,"$100,000"
25,759,KC,,Tyler Carvalho,RP,20,/,"JC
                    
                    
                    Mesa JC (AZ)","$100,000",-,"$100,000"
25,760,DET,,Ryan Castellanos,SP,21,/,"CO
                    
                    
                    Nova Southeastern","$100,000",-,"$100,000"
25,761,STL,,Kyle Molnar,P,18,/,"HS
                    
                    
                    Aliso Niguel HS (CA)","$100,000",Unsigned,
25,762,LAD,,Rob McDonnell,P,23,/,"CO
                    
                    
                    Illinois-Urbana","$100,000",-,"$100,000"
25,763,BAL,,Steve Laurino,1B,22,/,"CO
                    
                    
                    Marist","$100,000",-,"$100,000"
25,764,WSH,,Calvin Copping,P,21,/,"CO
                    
                    
                    Cal State-Northridge","$100,000",-,"$100,000"
25,765,LAA,,Trever Allen,OF,23,/,"CO
                    
                    
                    Arizona State","$100,000",-,"$100,000"
26,766,ARI,,Kirby Bellow,RP,23,/,"CO
                    
                    
                    Texas","$100,000",-,"$100,000"
26,767,COL,,Drasen Johnson,P,23,/,"CO
                    
                    
                    Illinois-Urbana","$100,000",-,"$100,000"
26,768,TEX,,Jacob Shortslef,RP,20,/,"JC
                    
                    
                    Herkimer County JC (NY)","$100,000",-,"$100,000"
26,769,HOU,,Ralph Garza,P,21,R / R,"CO
                    
                    
                    Oklahoma","$100,000",-,"$100,000"
26,770,MIN,,Tyler Williams,OF,18,/,"HS
                    
                    
                    Raymond S. Kellis HS (AZ)","$100,000",Unsigned,
26,771,BOS,,Kevin Ginkel,RP,21,L / R,"JC
                    
                    
                    Southwestern JC (CA)","$100,000",Unsigned,
26,772,CHW,,Grant Massey,SS,23,/,Lipscomb,"$100,000",-,"$100,000"
26,773,CHC,,Jared Padgett,RP,18,/,"HS
                    
                    
                    Graceville HS (FL)","$100,000",Unsigned,
26,774,PHI,,Andrew Godail,P,22,/,"CO
                    
                    
                    Sam Houston State (TX)","$100,000",-,"$100,000"
26,775,CIN,,Dwanya Williams-Sutton,OF,18,/,"HS
                    
                    
                    Greenfield School (NC)","$100,000",Unsigned,
26,776,MIA,,Obed Diaz,RP,18,/,"HS
                    
                    
                    Casiano Cepeda HS (PR)","$100,000",-,"$100,000"
26,777,SD,,Kodie Tidwell,SS,20,/,"CO
                    
                    
                    Louisiana-Monroe","$100,000",-,"$100,000"
26,778,TB,,Noel Rodriguez,RP,21,/,"JC
                    
                    
                    Paradise Valley JC (AZ)","$100,000",-,"$100,000"
26,779,NYM,,Shane McClanahan,SP,18,L / L,"HS
                    
                    
                    Cape Coral HS (FL)","$100,000",Unsigned,
26,780,ATL,,Ben Libuda,RP,22,/,"CO
                    
                    
                    Worcester State (MA)","$100,000",-,"$100,000"
26,781,MIL,,Jonathan India,2B,18,R / R,"HS
                    
                    
                    American Heritage HS (FL)","$100,000",Unsigned,
26,782,TOR,,Gabe Clark,1B,20,/,"CO
                    
                    
                    Oregon State","$100,000",-,"$100,000"
26,783,NYY,,Icezack Flemming,P,23,/,"CO
                    
                    
                    California State-Los Angeles","$100,000",-,"$100,000"
26,784,CLE,,A.J. Graffanino,SS,18,/,"HS
                    
                    
                    Northwest Christian HS (AZ)","$100,000",Unsigned,
26,785,SEA,,Ljay Newsome,SP,18,R / R,"HS
                    
                    
                    Chopticon HS (MD)","$100,000",-,"$100,000"
26,786,SF,,Tyler Brown,SS,20,/,"JC
                    
                    
                    JC of Southern Nevada","$100,000","$100,000",
26,787,PIT,,Shane Kemp,RP,21,/,"CO
                    
                    
                    George Washington","$100,000",-,"$100,000"
26,788,OAK,,Jordan Devencenzi,C,22,/,"CO
                    
                    
                    Nevada-Reno","$100,000",-,"$100,000"
26,789,KC,,Alex Close,1B,22,/,"CO
                    
                    
                    Liberty (VA)","$100,000",-,"$100,000"
26,790,DET,,Taylor Hicks,RP,23,/,"CO
                    
                    
                    Georgia","$100,000",-,"$100,000"
26,791,STL,,Brennan Leitao,P,22,/,"CO
                    
                    
                    California State-Sacramento","$100,000",-,"$100,000"
26,792,LAD,,Marcus Crescentinii,RP,22,/,"CO
                    
                    
                    Missouri Baptist","$100,000",-,"$100,000"
26,793,BAL,,Rocky McCord,P,22,/,"CO
                    
                    
                    Auburn (AL)","$100,000",-,"$100,000"
26,794,WSH,,Russell Harmening,RP,20,/,"CO
                    
                    
                    Westmont","$100,000",-,"$100,000"
26,795,LAA,,Taylor Cobb,RP,22,/,"CO
                    
                    
                    Houston","$100,000",-,"$100,000"
27,796,ARI,,Cameron Gann,RP,22,R / R,"CO
                    
                    
                    Stephen F. Austin State (TX)","$100,000",-,"$100,000"
27,797,COL,,Campbell Wear,C,21,/,"CO
                    
                    
                    California-Santa Barbara","$100,000",-,"$100,000"
27,798,TEX,,Clyde Kendrick,P,21,/,"CO
                    
                    
                    Eastern New Mexico","$100,000",-,"$100,000"
27,799,HOU,,James Carter,P,21,/,"CO
                    
                    
                    California-Santa Barbara","$100,000",Unsigned,
27,800,MIN,,Dalton Sawyer,P,21,/,"CO
                    
                    
                    Minnesota","$100,000",Unsigned,
27,801,BOS,,Saige Jenco,OF,20,/,"CO
                    
                    
                    Virginia Tech","$100,000",Unsigned,
27,802,CHW,,Alex Katz,P,20,/,"CO
                    
                    
                    St. John's (NY)","$100,000",-,"$100,000"
27,803,CHC,,Angelo Amendolare,2B,22,/,"CO
                    
                    
                    Jacksonville","$100,000",-,"$100,000"
27,804,PHI,,Jake Reppert,P,22,/,"CO
                    
                    
                    Northwest Nazarene","$100,000",-,"$100,000"
27,805,CIN,,Alejo Lopez,2B,19,S / R,"HS
                    
                    
                    Greenway HS (AZ)","$100,000","$100,000",
27,806,MIA,,Taylor Munden,SS,22,/,"CO
                    
                    
                    West Virginia","$100,000",-,"$100,000"
27,807,SD,,Colton Howell,RP,21,/,"CO
                    
                    
                    Nebraska-Lincoln","$100,000",Unsigned,
27,808,TB,,Joey Bart,C,18,R / R,"HS
                    
                    
                    Buford HS (GA)","$100,000",Unsigned,
27,809,NYM,,Jake Higginbotham,P,19,/,"HS
                    
                    
                    Buford HS (GA)","$100,000",Unsigned,
27,810,ATL,,Robby Nesovic,3B,21,/,"CO
                    
                    
                    California-Santa Barbara","$100,000","$100,000",
27,811,MIL,,Jon Perrin,P,22,/,"CO
                    
                    
                    Oklahoma State","$100,000",-,"$100,000"
27,812,TOR,,Jake Thomas,OF,21,L / R,"CO
                    
                    
                    Binghamton (NY)","$100,000",-,"$100,000"
27,813,NYY,,Michael Hicks,1B,18,/,"HS
                    
                    
                    Coeur d'Alene HS (ID)","$100,000",Unsigned,
27,814,CLE,,Austin Rubick,P,17,/,"HS
                    
                    
                    Buena HS (CA)","$100,000",Unsigned,
27,815,SEA,,Michael Rivera,RP,18,/,"HS
                    
                    
                    Colegio Hector Urdaneta (PR)","$100,000",-,"$100,000"
27,816,SF,,Bryan Case,C,22,/,"CO
                    
                    
                    Oklahoma State","$100,000",-,"$100,000"
27,817,PIT,,Ryan Nagle,OF,20,/,"CO
                    
                    
                    Illinois-Urbana","$100,000","$160,000","-$60,000"
27,818,OAK,,Xavier Altamirano,SP,21,/,"CO
                    
                    
                    Oral Roberts (OK)","$100,000",-,"$100,000"
27,819,KC,,Jacob Bodner,RP,21,/,"CO
                    
                    
                    Xavier (OH)","$100,000",-,"$100,000"
27,820,DET,,Tyler Servais,C,22,/,"CO
                    
                    
                    Princeton","$100,000",-,"$100,000"
27,821,STL,,Greg Tomchick,P,22,/,"CO
                    
                    
                    Old Dominion (VA)","$100,000",-,"$100,000"
27,822,LAD,,Ivan Vieitez,RP,22,/,"CO
                    
                    
                    Lenoir-Rhyne","$100,000",-,"$100,000"
27,823,BAL,,Stuart Levy,C,22,/,"CO
                    
                    
                    Arkansas State","$100,000",-,"$100,000"
27,824,WSH,,Ryan Brinley,RP,22,/,"CO
                    
                    
                    Sam Houston State (TX)","$100,000",-,"$100,000"
27,825,LAA,,Sam Koenig,OF,23,/,"CO
                    
                    
                    Wisconsin-Milwaukee","$100,000",-,"$100,000"
28,826,ARI,,Jesse Wilkening,C,18,/,"HS
                    
                    
                    Hanover Central HS (IN)","$100,000",Unsigned,
28,827,COL,,Tyler Follis,SS,22,/,"CO
                    
                    
                    North Dakota","$100,000",-,"$100,000"
28,828,TEX,,Blaine Prescott,2B,19,/,"JC
                    
                    
                    Midland JC (TX)","$100,000",-,"$100,000"
28,829,HOU,,Zac Grotz,P,22,R / R,"CO
                    
                    
                    Embry-Riddle Aeronautical (FL)","$100,000",-,"$100,000"
28,830,MIN,,Jonathan Engelmann,OF,18,/,"HS
                    
                    
                    Burlingame HS (CA)","$100,000",Unsigned,
28,831,BOS,,Steve Mangerum,OF,18,/,"HS
                    
                    
                    Western Albemarle HS (VA)","$100,000",Unsigned,
28,832,CHW,,Bradley Strong,3B,23,/,"CO
                    
                    
                    Western Carolina (NC)","$100,000",-,"$100,000"
28,833,CHC,,Delvin Zinn,SS,18,/,"HS
                    
                    
                    Pontotoc HS (MS)","$100,000",Unsigned,
28,834,PHI,,Gandy Stubblefield,RP,22,/,"CO
                    
                    
                    West Alabama","$100,000",-,"$100,000"
28,835,CIN,,Ronnie Rossomando,P,18,/,"HS
                    
                    
                    Frank Scott Bunnell HS (CT)","$100,000",Unsigned,
28,836,MIA,,Jeff Kinley,RP,23,/,"CO
                    
                    
                    Michigan State","$100,000",-,"$100,000"
28,837,SD,,Corey Hale,RP,23,/,"CO
                    
                    
                    Mobile","$100,000",-,"$100,000"
28,838,TB,,Dezmond Chumley,OF,18,/,"HS
                    
                    
                    Longview HS (TX)","$100,000",Unsigned,
28,839,NYM,,Anthony Dimino,C,21,/,"CO
                    
                    
                    Belmont Abbey College (NC)","$100,000",-,"$100,000"
28,840,ATL,,Curtiss Pomeroy,P,22,/,"CO
                    
                    
                    Georgetown","$100,000",Unsigned,
28,841,MIL,,Mitch Ghelfi,C,22,S / R,"CO
                    
                    
                    Wisconsin-Milwaukee","$100,000",-,"$100,000"
28,842,TOR,,Levi Scott,1B,22,/,"CO
                    
                    
                    Texas-Arlington","$100,000",-,"$100,000"
28,843,NYY,,David Sosebee,P,21,/,"CO
                    
                    
                    Georgia","$100,000",-,"$100,000"
28,844,CLE,,Jack Goihl,C,22,/,"CO
                    
                    
                    Augustana (SD)","$100,000",-,"$100,000"
28,845,SEA,,Taylor Perez,SS,21,/,"CO
                    
                    
                    Saint Leo (FL)","$100,000",-,"$100,000"
28,846,SF,,Ashford Fulmer,OF,22,/,"CO
                    
                    
                    Houston","$100,000",-,"$100,000"
28,847,PIT,,Albert Baur,1B,23,/,"CO
                    
                    
                    Newberry (SC)","$100,000",-,"$100,000"
28,848,OAK,,Marc Berube,RP,22,/,"CO
                    
                    
                    Pittsburgh","$100,000",-,"$100,000"
28,849,KC,,Reed Hayes,P,20,/,"JC
                    
                    
                    Walters State JC (TN)","$100,000",Unsigned,
28,850,DET,,Pat Mackenzie,2B,23,/,"CO
                    
                    
                    Central Michigan","$100,000",-,"$100,000"
28,851,STL,,Mitchell Traver,P,21,R / R,"CO
                    
                    
                    Texas Christian","$100,000",Unsigned,
28,852,LAD,,Kyle Garlick,RF,23,R / R,"CO
                    
                    
                    Oregon","$100,000",-,"$100,000"
28,853,BAL,,Christian Turnipseed,RP,23,/,"CO
                    
                    
                    Georgia Gwinnett","$100,000",-,"$100,000"
28,854,WSH,,Mick VanVossen,P,22,/,"CO
                    
                    
                    Michigan State","$100,000",-,"$100,000"
28,855,LAA,,Aaron Rhodes,P,22,/,"CO
                    
                    
                    Florida","$100,000",-,"$100,000"
29,856,ARI,,Keegan Long,RP,21,/,"CO
                    
                    
                    St. Joseph's College (IN)","$100,000",-,"$100,000"
29,857,COL,,Hayden Jones,P,21,/,"CO
                    
                    
                    Valdosta State (GA)","$100,000",-,"$100,000"
29,858,TEX,,Maikor Mora,RP,20,/,"CO
                    
                    
                    Polk State","$100,000",-,"$100,000"
29,859,HOU,,Brooks Marlow,2B,22,/,"CO
                    
                    
                    Texas","$100,000",-,"$100,000"
29,860,MIN,,Brad Hartong,C,23,/,"CO
                    
                    
                    Indiana","$100,000",-,"$100,000"
29,861,BOS,,Will Stillman,P,21,/,"CO
                    
                    
                    Wofford (SC)","$100,000",Unsigned,
29,862,CHW,,Jake Fincher,OF,22,/,"CO
                    
                    
                    North Carolina State","$100,000",-,"$100,000"
29,863,CHC,,Ian Rice,C,21,R / R,"CO
                    
                    
                    Houston (TX)","$100,000",-,"$100,000"
29,864,PHI,,Von Watson,OF,19,/,"HS
                    
                    
                    Briarcrest Christian HS (TN)","$100,000",Unsigned,
29,865,CIN,,Elih Marrero,C,18,/,"HS
                    
                    
                    Coral Gables HS (FL)","$100,000",Unsigned,
29,866,MIA,,Ben Meyer,RP,22,R / R,"CO
                    
                    
                    Minnesota","$100,000",-,"$100,000"
